c_articolo	d_articolo	a_p	lt	scrt	giac_d01	giac_d20	giac_d32	giac_d48	giac_d60	giac_d81	disp_d01	ord_mpp	ord_mp	ord_mc	dom_mc	dom_ms	dom_msa	dom_mss	off_mc	off_ms	off_msa	off_mss
40141485	CAVO TPM PER GDT 7700J	A	#EMPTY	0.00	4.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
40141486	CAVO ALIMENTAZIONE C5 F A    SCHUKO 1 MT NERO	A	5	50.00	104.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	11.00	0.00	58.00	44.00	20.00	0.00	53.00	20.00	0.00	0.00	0.00	0.00
40141488	CAVO GPIO PER PP-97X5W       RA9000XC4623	A	#EMPTY	0.00	11.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	10.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
40141490	CAVO INTERNO USB 2.0 L=30CM  PER GDT-7700J	A	#EMPTY	0.00	5.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
40141491	CAVO MICROFONO PER WTC 7E    H610 HB-A2C2	A	#EMPTY	0.00	4.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
40141492	CAVO USB 2.0 L=22CM          PER M.B. H610I-IM-A MINI-ITX	A	20	50.00	75.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	60.00	0.00	0.00	0.00	0.00	15.00	0.00	0.00	0.00	0.00	0.00	0.00
40141493	CAVO USB 2.0 L=8CM           PER M.B. H610I-IM-A MINI-ITX	A	20	50.00	75.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	60.00	0.00	0.00	0.00	0.00	15.00	0.00	0.00	0.00	0.00	0.00	0.00
40800264	ALIMENTATORE X MS-6279 BAREBOne (MICROSTAR)	A	0	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
40800288	ALIMENTAT. 420W RIDONDANTE   MRW-6420P ZIPPY	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
40800301	ALIMENTATORE M131-1U-AC-F    230VAC 130W PFC CUSTOM PR10xx	A	0	0.00	2.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
40800327	ALIM. 100W 24VDC FSP100-RAA  (FSP)	A	0	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
40800328	ALIM. 300W PWS-303-PQ        ABLECOM	A	0	0.00	1.00	#EMPTY	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
40800337	ALIM. 350W FSP350-60GHC W/OUTLET FORTRON	A	#EMPTY	0.00	1.00	#EMPTY	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
40800338	ALIMENTATORE 270W HETIS G41/H61 (MSI)	A	0	0.00	6.00	#EMPTY	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
40800354	ALIM. 120W 19V FSP120-ABBN3	A	150	50.00	153.00	#EMPTY	0.00	#EMPTY	2.00	0.00	#EMPTY	1.00	11.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
40800356	ALIM. 600W FSP600-80PSA 85+  W/OUTLET (FORTRON)	A	0	0.00	1.00	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
40800368	ALIM. 110-240VAC/24VDC 2,5A  W/POWERCORD EU PER SF85	A	#EMPTY	0.00	14.00	#EMPTY	#EMPTY	1.00	1.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
40800375	ALIM. 600W FSP600-80PSA 80+  (FORTRON)	A	0	0.00	4.00	#EMPTY	#EMPTY	0.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
40800377	ALIMENTATORE 65W 100-240VAC  19VDC FSP065-Rxx FORTRON	A	150	300.00	195.00	#EMPTY	1.00	3.00	3.00	0.00	-38.00	1.00	3.00	403.00	3.00	150.00	80.00	400.00	0.00	200.00	0.00	200.00
40800379	ALIM. 600W FSP600-90MPB      Medical Grade (FORTRON)	A	150	100.00	0.00	#EMPTY	2.00	0.00	0.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
40800384	ALIM. 300W FSP300-60GHS 85+  FORTRON	A	#EMPTY	0.00	2.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
40800386	ALIM. 400W GPB-400S ATX 12V  CHIEFTEC	A	#EMPTY	0.00	2.00	#EMPTY	2.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
40800387	ALIM. 120W 12V C6 5,5MM*2,5MM	A	150	0.00	10.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
40800388	ALIMENTATORE 60W 12V 180     FSP060-DHAN3 FORTRON	A	150	50.00	119.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
40800389	ALIMENTATORE 90W 19VDC 90    FSP090-ABAN3 FORTRON	A	#EMPTY	0.00	5.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
40800390	ALIMENTATORE 180W 12V        MITAC 442110000147	A	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	1.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
40800391	ALIMENTATORE 220W 24V        MITAC 442110000149	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
40800395	ALIM. 120W 19V FSP120-ABBN3  9NA1208639	A	150	0.00	186.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	484.00	20.00	0.00	7.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	300.00
40800396	ALIM. 600W FSP600M-70PB      MEDICAL GRADE C7 (FORTRON)	A	150	40.00	42.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	-48.00	1.00	0.00	0.00	10.00	20.00	60.00	60.00	0.00	20.00	0.00	40.00
40800397	ALIM. 120W 19V	A	90	0.00	8.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
40800398	ALIM. ESTERNO 120W 12V       HKA150120A0-7C	A	20	5.00	26.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	11.00	0.00	0.00	0.00	0.00	15.00	0.00	0.00	0.00	0.00	0.00	0.00
40800399	ALIM. 90W FSP090-DBBN3 FOR   GDT-9700	A	20	0.00	5.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
42001196	CABINET MIDITOWER BM-01B     (BLACK) CHIEFTEC	A	#EMPTY	0.00	#EMPTY	#EMPTY	0.00	2.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
42001209	CABINET MINIITX EM-150 BLACK H3375	A	#EMPTY	0.00	0.00	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
42001217	CABINET MIDITOWER BM-01B-U3  (BLACK) CHIEFTEC	A	#EMPTY	0.00	0.00	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
42001218	CABINET A-ITC014-M1B AKASA   (modified A-NUC20-M1B)	A	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	1.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
42001220	CABINET MINIITX EM-155/ASUS  N3700T WHITE BLISTER H4425	A	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	1.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
42001223	CABINET MIDITOWER HC-10B-OP  (BLACK) CHIEFTEC	A	30	30.00	101.00	#EMPTY	0.00	#EMPTY	0.00	0.00	-49.00	1.00	0.00	0.00	10.00	20.00	60.00	60.00	0.00	0.00	0.00	0.00
42001225	CABINET BLACK MINI-ITX BASE  GDT 7XX-9XX VESA 100 MCM	A	45	50.00	88.00	#EMPTY	#EMPTY	0.00	0.00	0.00	147.00	21.00	12.00	10.00	5.00	10.00	10.00	0.00	0.00	0.00	0.00	84.00
42001226	CABINET MCCO MINI-ITX BASE   GDT 7XX-9XX VESA 100 MCM	A	45	200.00	19.00	#EMPTY	#EMPTY	1.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
42001227	CABINET MCCO M-ITX BASE W/O  CEST. GDT 7XX-9XX VESA100 MCM	A	45	200.00	614.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	396.00	0.00	0.00	400.00	0.00	155.00	70.00	400.00	0.00	0.00	0.00	407.00
45051924	HD 3,5" 1000GB HDE721010-SLA330 SATA2 7K2RPM/32MB HITACHI	A	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	1.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45051944	HDD 3,5" HI HDS721010CLA332  1TB/SATA 3Gb/s 7K2rpm 32MB	A	#EMPTY	0.00	#EMPTY	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45051952	HDD 3,5" WD 1TB/SATA 6Gb/s   7K2rpm 128MB (24x7)	A	#EMPTY	0.00	0.00	#EMPTY	0.00	3.00	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45450929	HDD 2,5" TO 500GB/SATA 6GBS  5K4rpm 8MB AF 7mm	A	#EMPTY	0.00	1.00	#EMPTY	0.00	#EMPTY	0.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503030	SSD Half Slim 8GB/SATA3 MLC  (P5) (SANDISK)	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503096	SSD 2,5" 256GB/SATA3 MLC Z400s SANDISK	A	#EMPTY	0.00	0.00	#EMPTY	0.00	1.00	1.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503098	SSD MSATA 128GB/SATA3 MLC    Z400S SANDISK	A	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	1.00	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503111	SSD 2,5" 128GB/ X600S SATA3  3D TLC SANDISK	A	#EMPTY	0.00	3.00	#EMPTY	0.00	3.00	7.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503113	SSD 2,5" 512GB/SATA3 3D TLC  X600 SANDISK	A	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	2.00	0.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503115	SSD 2,5" 240GB/SATA3 MLC UV500/KINGSTON	A	#EMPTY	0.00	1.00	#EMPTY	0.00	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503116	SSD 2,5" 64GB/SATA3 MLC 6GB/SA-DATA FEC	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503119	SSD MSATA 64GB/SATA3 AOPEN	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503120	SSD 2,5" 128GB/SATA3 FEC     MLC 6GB/S ADATA	A	30	0.00	22.00	#EMPTY	0.00	0.00	4.00	0.00	#EMPTY	12.00	2.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503122	SSD M.2 128GB 2280 FEC SATA  6GB/S ADATA 3DTLC	A	45	50.00	189.00	#EMPTY	0.00	0.00	13.00	7.00	163.00	1.00	14.00	3.00	12.00	11.00	3.00	0.00	0.00	0.00	0.00	0.00
45503123	SSD 2,5" 1TB/SATA3 SA530     6GB/S WD	A	#EMPTY	0.00	0.00	#EMPTY	0.00	1.00	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503124	SSD 2,5" 128GB SATA M336 POWERGUARD M336 (CERVOZ)	A	#EMPTY	0.00	4.00	#EMPTY	0.00	0.00	0.00	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503125	SSD M.2 128GB SATA 2280 X600SSANDISK 6GB/S	A	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	3.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503127	SSD M.2 256GB SATA 2280 SA530WD 6GB/S	A	#EMPTY	0.00	1.00	#EMPTY	0.00	1.00	0.00	1.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503128	SSD M.2 512GB SATA 2280 SA530 6GB/S WD	A	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	1.00	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503129	SSD 2,5" 256GB SATA3 SA530   6GB/S WD	A	#EMPTY	0.00	0.00	#EMPTY	0.00	2.00	0.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503131	SSD M.2 128GB 2242 AOPEN	A	#EMPTY	0.00	6.00	#EMPTY	0.00	0.00	0.00	0.00	#EMPTY	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503132	SSD M.2 256GB 2242 SATA      GDT 96XX	A	30	0.00	15.00	#EMPTY	#EMPTY	1.00	#EMPTY	0.00	#EMPTY	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503135	SSD M.2 128GB PCIE 2280 INTEL600P SERIES NVME TLC	A	#EMPTY	0.00	0.00	#EMPTY	0.00	1.00	1.00	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503136	SSD M.2 256GB PCIE 2280 INTEL600P SERIES NVME TLC	A	#EMPTY	0.00	0.00	#EMPTY	0.00	#EMPTY	1.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503137	SSD M.2 512GB PCIE 2280 INTEL600P SERIES NVME TLC	A	#EMPTY	0.00	1.00	#EMPTY	0.00	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503138	SSD M.2 512GB 2242 AOPEN SATA	A	#EMPTY	0.00	3.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503142	SSD M.2 128GB IY SATA 2280   3DTLC SA400M8/120G	A	#EMPTY	0.00	53.00	#EMPTY	0.00	0.00	#EMPTY	1.00	#EMPTY	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503143	SSD M.2 64GB SATA 2242 KEY B/M PHISON	A	#EMPTY	0.00	12.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503144	SSD 2,5" 512GB SATA3 SA530   6GB/S WD	A	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	1.00	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503145	SSD 2,5" 1TB SATA3 WD BLUE   3D TLC	A	7	10.00	1.00	#EMPTY	1.00	0.00	0.00	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503146	SSD 2,5" 480GB A400 / SATA3  KINGSTON	A	30	0.00	6.00	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503148	SSD 2,5" 256GB SATA3 KC600   6GB/S KINGSTON	A	30	0.00	1.00	#EMPTY	0.00	0.00	0.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503149	SSD 2,5" 120GB/SATA3         TRANSCEND	A	30	200.00	15.00	#EMPTY	13.00	0.00	4.00	8.00	#EMPTY	0.00	2.00	4.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00
45503150	SSD 2,5" 240GB/SATA3 TLC     A400 KINGSTON	A	30	50.00	0.00	#EMPTY	0.00	#EMPTY	10.00	0.00	#EMPTY	3.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503153	SSD M.2 250GB 2280 NVME	A	30	25.00	2.00	#EMPTY	0.00	0.00	0.00	1.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503154	SSD M.2 256GB 2280 NVME      TRANSCEND	A	30	25.00	71.00	#EMPTY	5.00	3.00	0.00	1.00	47.00	6.00	97.00	54.00	21.00	0.00	53.00	20.00	0.00	70.00	0.00	0.00
45503155	SSD M.2 1TB 2280 NVME        TRANSCEND	A	30	40.00	57.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	-53.00	0.00	0.00	0.00	10.00	20.00	60.00	60.00	0.00	40.00	0.00	0.00
45503156	SSD M.2 1TB 2280 NVME KING   PCIE GEN 4.0 X 4	A	20	30.00	5.00	#EMPTY	0.00	1.00	#EMPTY	1.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503157	SSD MSATA 128GB IY INDUSTRIALPANEL PC	A	60	0.00	4.00	#EMPTY	1.00	0.00	#EMPTY	0.00	#EMPTY	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503158	SSD M.2 240GB SATA 2280      TRANSCEND	A	20	15.00	76.00	#EMPTY	0.00	#EMPTY	0.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503161	SSD M.2 256GB 2280 SATA FEC	A	60	5.00	10.00	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503163	SSD M.2 512GB 2280 PCIE GEN  3X4 FIRICH	A	60	0.00	83.00	#EMPTY	2.00	#EMPTY	0.00	2.00	#EMPTY	2.00	1.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503164	SSD M.2 128GB NVME 2280 FEC  PHISON	A	45	100.00	703.00	#EMPTY	1.00	#EMPTY	2.00	22.00	#EMPTY	92.00	183.00	286.00	92.00	57.00	50.00	0.00	0.00	513.00	76.00	1200.00
45503165	SSD MSATA 256GB IY INDUSTRIALPANEL PC	A	10	0.00	22.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503166	SSD 420S SATA M.2 2242 120GB	A	20	0.00	6.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503168	SSD M.2 1TB 2280 NVME WD	A	7	2.00	4.00	#EMPTY	#EMPTY	0.00	0.00	6.00	#EMPTY	0.00	2.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503169	SSD M.2 256GB 2242 NVME      TRANSCEND	A	30	20.00	24.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00
45503170	SSD M.2 512GB 2280 SATA	A	20	0.00	1.00	#EMPTY	0.00	#EMPTY	0.00	#EMPTY	#EMPTY	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
45503171	SSD M.2 250GB 2280 SATA      TRANSCEND	A	20	30.00	30.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	#EMPTY	3.00	19.00	3.00	1.00	0.00	0.00	0.00	0.00	30.00	0.00	0.00
45503172	SSD M.2 512 GB NVME 2280     TRANSCEND TS512GMTE662T-I	
	A	20	10.00	5.00	#EMPTY	#EMPTY	0.00	#EMPTY	2.00	#EMPTY	0.00	35.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503173	SSD 2,5" 250 GB/SATA3        TRANSCEND	A	30	10.00	3.00	#EMPTY	1.00	#EMPTY	0.00	0.00	#EMPTY	20.00	6.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503174	SSD M.2 512 GB 2280 NVME     TRANSCEND  TS512GMTE220S	
	A	30	10.00	30.00	#EMPTY	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	7.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00
45503175	SSD M.2 120GB SATA 2280      TRANSCEND	A	30	100.00	300.00	#EMPTY	0.00	#EMPTY	4.00	8.00	#EMPTY	25.00	31.00	410.00	78.00	156.00	80.00	400.00	0.00	0.00	0.00	0.00
45503176	SSD M.2 500GB SATA 2280      TRANSCEND	A	30	50.00	59.00	#EMPTY	1.00	#EMPTY	0.00	#EMPTY	#EMPTY	0.00	54.00	3.00	1.00	20.00	15.00	0.00	0.00	50.00	0.00	0.00
45503177	SSD M.2 128 GB 2280 NVME     TRANSCEND	A	30	50.00	135.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	120.00	0.00	0.00	0.00	0.00	15.00	0.00	0.00	0.00	0.00	0.00	0.00
45503178	SSD M.2 256GB SATA III 2280  TRANSCEND	A	15	0.00	12.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	1.00	#EMPTY	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503180	SSD M.2 256GB SATA IY        INDUSTRIAL PANEL PC	A	60	0.00	23.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	1.00	#EMPTY	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503181	SSD M.2 256GB 2280 NVME FEC	A	90	0.00	15.00	#EMPTY	0.00	#EMPTY	0.00	0.00	#EMPTY	0.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	30.00	0.00	0.00
45503190	SSD M.2 240GB 2280 T436      POWERGUARD CERVOZ	A	20	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45503191	SSD 2,5" 256GB/SATA3 FEC     ADATA	A	90	0.00	20.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45506000	USB FLASH DRIVE MEMORY       SANDISK SDUFD33-008G	A	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	240.00	240.00	0.00	0.00	0.00	240.00	0.00	0.00	0.00
46100240	DVD+-R/RW SATA 8x SLIM NERO  LITE-ON 12,7MM	A	#EMPTY	0.00	9.00	#EMPTY	#EMPTY	#EMPTY	1.00	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
48000024	TOUCH SCREEN RES.15,0" HIGGSTEC T150S-5RAL01N-0A28R0-300FH	A	#EMPTY	0.00	4.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
50342008	NASTRO BIADESIVO H=5MMX33MT.SP.=0.6MM VHB  5925F 3M THEMA	A	#EMPTY	0.00	6.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
51702264	PANNELLO POST 2COM-1USB      GDT 7XX/9XX	A	#EMPTY	0.00	149.00	#EMPTY	#EMPTY	1.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
