c_articolo	d_articolo	a_p	lt	scrt	giac_d01	giac_d20	giac_d32	giac_d48	giac_d60	giac_d81	disp_d01	ord_mpp	ord_mp	ord_mc	dom_mc	dom_ms	dom_msa	dom_mss	off_mc	off_ms	off_msa	off_mss
0AC10000	KIT TAPPI PER GDT-9610	P	#EMPTY	0.00	36.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC100ED	DOCKING STATION AT-2060      2USB 2.0 1DB9 1LAN	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC100GL	DOCKING STATION PER TABLET   RUGGED AT-2055 10,1"IPS N4120	A	60	0.00	10.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC100IN	CASSETTO PORTA DENARO 50X28  NERO	A	45	3.00	26.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	4.00	5.00	9.00	3.00	0.00	0.00	0.00	25.00	0.00
0AC100IY	KIT WIRELESS LAN MINI PCI-E  PER MRI (J1900)	A	90	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC100MP	MAGNETE GOMMA DIAMETRO 22 MM	A	20	200.00	846.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	46.00	0.00	0.00	0.00	0.00	300.00	300.00	1200.00	0.00	0.00	0.00	1000.00
0AC100NE	BARCODE SCANNER 2D FM80      SALOMON	A	10	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC100TT	WIFI ANTENNA MHF4 L30CM	A	7	100.00	88.00	#EMPTY	0.00	#EMPTY	2.00	1.00	82.00	8.00	86.00	36.00	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC101AU	DVD DRIVERS COLLECTION PER   GPU 1660 ESAOTE (509029400)	A	30	0.00	9.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC101ED	VEHICLE MOUNT KIT AT-2060	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC101ES	CLIP COLLARINO CAVI 4.6X10X20X1.4DIAM6.35	A	30	200.00	7751.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	7719.00	8.00	120.00	144.00	32.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC101GL	VEHICLE MOUNTING STATION PER TABLET RUGGED 10,1"IPS N4120	A	#EMPTY	0.00	2.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC101IY	KIT WIRELESS LAN M.2 PER MRI (J6412)	A	90	0.00	4.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC102AU	DVD 300074200  PER GPU RTX   3050 ESAOTE (500000429)	A	60	0.00	10.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC102ED	BARCODE SCANNER 2D AT-2060	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC102ES	FERMA CAVO FTH-5A1-RT-M	A	30	0.00	167.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC103AU	DVD 300081500  PER GPU RTX   3050 TANK Q670/370 ESAOTE	A	30	50.00	80.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	-84.00	0.00	70.00	0.00	20.00	30.00	74.00	140.00	0.00	0.00	100.00	0.00
0AC103ED	MODULO LAN GBIT RJ45 AT-2060	A	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	1.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC104ED	CARICATORE 4 BATTERIE AT-2060	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC105ED	MODULO NFC AT-2060	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC10AAC	KIT PC BACKOFFICE NEGOZIO    D.M.O. PET CARE	P	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	55.00	0.00	0.00	0.00	25.00	0.00	0.00	0.00	0.00	0.00
0AC10HLE	KIT TABLET LENOVO K11 VEHICLEITA	P	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	150.00	150.00	600.00	0.00	0.00	0.00	0.00
0AC110IN	CASSETTO INTERNO CON         SERRATURA 50X28	A	45	3.00	18.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	3.00	3.00	9.00	3.00	0.00	0.00	0.00	15.00	0.00
0AC300ID	KIT mPCIe to single GbE LAN  MODULE	A	0	0.00	9.00	#EMPTY	0.00	2.00	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC300SN	I/F RS232 STAMPANTE SR85	A	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	1.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC301SN	I/F ETHERNET STAMPANTE SR85	A	#EMPTY	0.00	1.00	#EMPTY	0.00	2.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC302SN	I/F WLAN STAMPANTE SR85	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	0.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC40010	USB TO SERIAL RS232 DB9M 1,5MCONVERTER LITE	A	10	10.00	38.00	#EMPTY	#EMPTY	0.00	0.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC40017	USB TO SERIAL RS232 DB9M 45CM COM Port Retention	A	#EMPTY	0.00	15.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC40018	CAVO PORTA SERIALE DB9 INTER-NO PER GDT9700	A	#EMPTY	0.00	125.00	#EMPTY	#EMPTY	0.00	#EMPTY	1.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC400KM	BRACKET FOR M.B. H110T SU    WITOUCH 4 - KME HB-A906	A	#EMPTY	0.00	9.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC400PF	CAVO RJ50 TO DB9 150mm       MYPOS SMART2	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC40150	KIT PRIMA PORTA SERIALE 1XDB9/BRACKET GDT-7XXX 9XXX	A	7	25.00	19.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC401AO	KIT WIRELESS LAN MINIPCI-E   802.11AC MRT-190	P	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC401KM	WIFI ANTENNA BLACK IPEX M.2  WITOUCH 4 - KME HB-A906	A	#EMPTY	0.00	6.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC402AO	CAVO RJ50 TO DB9 200MM       MRT-190	A	#EMPTY	0.00	43.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC402KM	WIFI ANTENNA GREY IPEX M.2   WITOUCH 4 - KME HB-A906	A	#EMPTY	0.00	6.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC403AO	PROT. FRONT. IN GOMMA MRT-190PER BORDO TOUCH SCREEN	A	#EMPTY	20.00	8.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC403KM	CONVERT KIT WITOUCH 6 INTO   WITOUCH CORE 5E	A	#EMPTY	0.00	64.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC404AO	MPCI-E TO M.2   ADAPTER M2MP1AOPEN 54.05025.0010	A	40	0.00	18.00	#EMPTY	#EMPTY	#EMPTY	4.00	#EMPTY	#EMPTY	0.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC404LC	ADAPTER NVME TO M.2 WIFI	A	15	0.00	50.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC405LC	M.2 ADAPTER 2230/2280	A	15	0.00	60.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC40600	CAVO PROLUNGA TELEFONICA 6P  M/F L=300cm BIANCO	A	0	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC407FI	WIFI ANTENNA+MINI CONNECTOR  CABLE RD9000PH18AD	A	60	10.00	156.00	#EMPTY	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC40900	KIT CAVO PARALLELA DB25+STAFFA L=300MM	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC41000	CAVO ALIM.VENTOLA INTERNO    ICOC 04-NC-Y	A	0	0.00	20.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC41700	VENTOLA 92X92 TACHIM. 12V    3 FILI+CONNET. (L.400MM)	A	30	30.00	89.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	-61.00	1.00	0.00	0.00	10.00	20.00	60.00	60.00	0.00	0.00	0.00	0.00
0AC42340	ADATTATORE USB to AUDIO Mic.+Cuffie	A	#EMPTY	0.00	22.00	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC42350	ADATTATORE DA M.2 A SATA 2,5"	A	5	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC42360	ADATTATORE HDMI-DVI 19M/24+1F Nero	A	#EMPTY	0.00	10.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC42390	ADATTATORE DA USB 3.0 A GIGABIT LAN ETHERNET	A	#EMPTY	5.00	16.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC42920	KIT SECONDA SERIALE RS232    (Cavo DB9 su staffa)	A	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	1.00	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC42961	MINI GENDER CHANGER 9 PIN M/F (IADAP 736-09)	A	0	0.00	4.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC42980	KIT SECONDA SERIALE RS232    CROSS (Cavo DB9)	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC43420	MECCANICA ADATTAMENTO SSD/HDD 2x2,5" SU 3,5" (SDC-025)	A	30	0.00	70.00	#EMPTY	#EMPTY	0.00	0.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC47000	CAVO SAS-SATA DA ADAPTEC 3405/3805/5405 a 4HD SAS fis 60cm	A	0	0.00	#EMPTY	#EMPTY	#EMPTY	1.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC48700	ADATTATORE DVI-I(M) / VGA(F)	A	0	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC48820	CAVO 2 X USB 2.0 L. 20 CM PERGDT-XXXX - ABK055	A	90	500.00	1216.00	#EMPTY	0.00	1.00	0.00	#EMPTY	581.00	21.00	12.00	410.00	5.00	150.00	80.00	400.00	0.00	0.00	0.00	0.00
0AC48830	CAVO PORTA SERIALE DB9 PER   GDT-XXXX - ABK056	A	60	500.00	694.00	#EMPTY	#EMPTY	1.00	0.00	0.00	41.00	1.00	2.00	403.00	3.00	160.00	90.00	400.00	0.00	0.00	0.00	0.00
0AC48831	CAVO PORTA SERIALE DB9 PER   GDT 90XX MB ECS	A	#EMPTY	0.00	105.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC48840	CAVO 2 X USB 3.0 19/20PIN PERGDT-XXXX - L. 30CM	A	#EMPTY	30.00	371.00	#EMPTY	0.00	#EMPTY	#EMPTY	#EMPTY	369.00	20.00	10.00	7.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC49100	CAVO USB INTERNO 25CM	A	20	30.00	126.00	#EMPTY	0.00	0.00	0.00	0.00	-24.00	1.00	0.00	0.00	10.00	20.00	60.00	60.00	0.00	0.00	0.00	0.00
0AC49M00	CAVO MINI-DISPLAY-PORT/M TO  DVI-D 21+1/M 100cm	A	#EMPTY	0.00	7.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC49N00	CAVO DISPLAY-PORT/M to VGA HD-15P/M 200cm	A	#EMPTY	0.00	3.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC500FE	PALMARE F100 5" 2GB/16GB     STAMP 58MM NFC ANDROID	A	60	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC500IR	CAPACITIVE STYLUS PEN FOR TABLET	A	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	1.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC500KO	EMV POS P8 3GB/32GB 6,5" QC WIFI NFC MCR IC 58MM PRINTER	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	1.00	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC500LS	NFC READER PER AT/AP 31X	A	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	1.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC500PP	BASE POLE 45MM X H 800MM     BLACK	A	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	1.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC500SN	CUSTOMER POLE DISPLAY 2x16   LCD (BLACK) x SF85	A	#EMPTY	0.00	0.00	#EMPTY	0.00	0.00	4.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC501PP	VESA MOUNT TOP VERSION 45MM  VESA 75 BLACK	A	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	1.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC501SU	PALMARE RUGGED L2 5,0" IPS Q.CORE WIFI&4G/2D BCD ANDR. 7.1	A	#EMPTY	0.00	0.00	#EMPTY	0.00	#EMPTY	1.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC502PP	VESA MOUNT LONG VERSION 45MM BLACK	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC503LS	WALL MOUNT KIT FOR 75/100MM  VESA	A	#EMPTY	0.00	2.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC503SU	BARCODE SCANNER 1D/2D BRANDEGGIO NS021	A	60	20.00	40.00	#EMPTY	#EMPTY	#EMPTY	1.00	1.00	#EMPTY	32.00	0.00	2.00	9.00	12.00	4.00	0.00	0.00	0.00	0.00	0.00
0AC504PP	ARM MOV.- 45 TO 38MM/200-320 MM L. BLACK	A	#EMPTY	0.00	2.00	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC504SU	SUPPORTO A PISTOLA X PALMARE L2K	A	#EMPTY	0.00	12.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC505PP	PRINTER HOLDER-FIX ANGLE     150X180MM BLACK	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC505SU	SUPPORTO A PISTOLA UHF RFID  PER PALMARE L2K	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC506PP	PIN PAD HOLDER ICT220/250    BLACK	A	15	0.00	1.00	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC507PP	BASE POLE 45MM X H 350MM     BLACK	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC507SU	ASTUCCIO PORTAPALMARE PER    M2-L2-L2K	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC50800	STAFFA SUPPORTO LCD A MURO   PER 13-31inch (23kg) SILVER	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC50811	WALL MOUNT SCANNER HOLDER    ERGOTRON	A	10	5.00	62.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	1.00	2.00	4.00	20.00	0.00	0.00	0.00	0.00	0.00	50.00	0.00
0AC50820	SUPPORTO A PARETE INCLINABILE12  VESA 75/100	A	7	0.00	18.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC508CL	TOUCH CAPACITIVO 19" PER WITOUCH CORE CL.	A	#EMPTY	0.00	67.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC508PP	PIN PAD HOLDER INGEN LANE5000PLATE ONLY BLACK	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC508SU	CRADLE PER PALMARE M2	A	#EMPTY	0.00	141.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	3.00	3.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC509PP	PIN PAD HOLDER INGEN LANE5000BLACK	A	15	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC509SU	CRADLE PER PALMARE L2	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC50AIN	SISTEMA DI PAGAMENTO IUN250  UNATTENDED INGENICO	A	#EMPTY	0.00	3.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC50BIN	SISTEMA DI PAGAMENTO LANE5000TOUCH INGENICO	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC510FE	PALMARE F310 6,5" GMS 2GB/16GB ANDROID 13	A	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	1.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC510PP	VESA MOUNT TOP VERSION 45MM  VESA 75/100 BLACK	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC510SU	SUPPORTO DA TAVOLO PER       BARCODE SCANNER NS021	A	45	5.00	29.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	1.00	#EMPTY	7.00	0.00	0.00	8.00	9.00	3.00	0.00	0.00	0.00	0.00	0.00
0AC511FE	MODULO STAMPANTE PER F310	A	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	1.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC511PP	BASE POLE 38MM X 200MM BLACK	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC511SU	FODERO CON CINTURA X PALMARE M2-L2S-L2K-L2KS-L2S PRO	A	30	10.00	11.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	3.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC512PP	PINPAD HOLDER VERIF. VX820   /P200+/P400 BLACK SCO	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC512SU	FODERO CON CINTURA X PALMARE PI  PISTOLA L2-L2K	A	7	10.00	9.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC513PP	PINPAD HOLDER UNIVERSAL BLACKSCO	A	30	5.00	8.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	1.00	7.00	0.00	2.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC514SU	BATTERIA DI RICAMBIO PER L2K (5000 MAH)	A	30	0.00	13.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC515SU	PALMARE RUGGED L2S 5,5" IPS  QC WIFI&4G/2D BCD ANDR. 9.0	A	30	5.00	0.00	#EMPTY	2.00	#EMPTY	0.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
